chrom	start	end	nSites	recombRate
b'Chromosome_Z_RagTag'	9752000	9805000	254	5.359015493218357e-09
b'Chromosome_Z_RagTag'	9805000	9858000	295	5.810076303544585e-09
b'Chromosome_Z_RagTag'	9858000	9911000	357	5.541098451146638e-09
b'Chromosome_Z_RagTag'	9911000	9964000	366	5.588101388482533e-09
b'Chromosome_Z_RagTag'	9964000	10017000	447	5.32590191488238e-09
b'Chromosome_Z_RagTag'	10017000	10070000	215	5.479195821902428e-09
b'Chromosome_Z_RagTag'	10070000	10123000	250	5.044799831193215e-09
b'Chromosome_Z_RagTag'	10123000	10176000	210	4.375301039253376e-09
b'Chromosome_Z_RagTag'	10176000	10229000	335	5.137803410232906e-09
b'Chromosome_Z_RagTag'	10229000	10282000	313	3.9590331252278505e-09
b'Chromosome_Z_RagTag'	10282000	10335000	667	9.935085033973997e-11
b'Chromosome_Z_RagTag'	10335000	10388000	360	2.444478438088206e-09
b'Chromosome_Z_RagTag'	10388000	10441000	312	5.430671475441959e-09
b'Chromosome_Z_RagTag'	10441000	10494000	303	4.6141373917135726e-09
b'Chromosome_Z_RagTag'	10494000	10547000	304	3.480449906972533e-09
b'Chromosome_Z_RagTag'	10547000	10600000	299	4.2722001590869565e-09
b'Chromosome_Z_RagTag'	10600000	10653000	296	4.385181983993953e-09
b'Chromosome_Z_RagTag'	10653000	10706000	303	1.2754710207793331e-09
b'Chromosome_Z_RagTag'	10706000	10759000	313	1.2064383818994172e-09
b'Chromosome_Z_RagTag'	10759000	10812000	311	3.899771214027553e-09
b'Chromosome_Z_RagTag'	10812000	10865000	343	1.8477694162081617e-09
b'Chromosome_Z_RagTag'	10865000	10918000	235	2.2317985148662447e-09
b'Chromosome_Z_RagTag'	10918000	10971000	313	3.0242255566164153e-09
b'Chromosome_Z_RagTag'	10971000	11024000	343	4.200018089851742e-09
b'Chromosome_Z_RagTag'	11024000	11077000	344	4.863890551994503e-09
b'Chromosome_Z_RagTag'	11077000	11130000	271	4.6886213132406675e-09
b'Chromosome_Z_RagTag'	11130000	11183000	342	4.405433201767194e-09
b'Chromosome_Z_RagTag'	11183000	11236000	307	4.6098238564431154e-09
b'Chromosome_Z_RagTag'	11236000	11289000	295	2.584395126081671e-09
b'Chromosome_Z_RagTag'	11289000	11342000	399	4.7860158454327776e-09
b'Chromosome_Z_RagTag'	11342000	11395000	374	3.3198695699979267e-09
b'Chromosome_Z_RagTag'	11395000	11448000	278	1.5253900089814707e-09
b'Chromosome_Z_RagTag'	11448000	11501000	467	4.6710454447165515e-09
b'Chromosome_Z_RagTag'	11501000	11554000	400	4.161244318782533e-09
b'Chromosome_Z_RagTag'	11554000	11607000	304	4.894279730056907e-09
b'Chromosome_Z_RagTag'	11607000	11660000	335	3.1919329003289216e-09
b'Chromosome_Z_RagTag'	11660000	11713000	249	3.846089891066594e-09
b'Chromosome_Z_RagTag'	11713000	11766000	234	3.002221148853677e-09
b'Chromosome_Z_RagTag'	11766000	11819000	217	3.5115573464253913e-09
b'Chromosome_Z_RagTag'	11819000	11872000	200	2.3415748257767368e-09
b'Chromosome_Z_RagTag'	11872000	11925000	217	5.2327845138269216e-09
b'Chromosome_Z_RagTag'	11925000	11978000	372	4.441946429780776e-09
b'Chromosome_Z_RagTag'	11978000	12031000	268	5.153439222093663e-09
b'Chromosome_Z_RagTag'	12031000	12084000	236	3.2555372159869574e-09
b'Chromosome_Z_RagTag'	12084000	12137000	292	2.457202096537231e-09
b'Chromosome_Z_RagTag'	12137000	12190000	374	2.820289894515467e-09
b'Chromosome_Z_RagTag'	12190000	12243000	553	4.849996701575479e-09
b'Chromosome_Z_RagTag'	12243000	12296000	553	3.111666749483672e-09
b'Chromosome_Z_RagTag'	12296000	12349000	206	4.790494026672046e-09
b'Chromosome_Z_RagTag'	12349000	12402000	267	9.190894434050935e-10
b'Chromosome_Z_RagTag'	12402000	12455000	245	3.146580027635942e-09
b'Chromosome_Z_RagTag'	12455000	12508000	363	1.8835482971978947e-09
b'Chromosome_Z_RagTag'	12508000	12561000	236	2.701253991239156e-09
b'Chromosome_Z_RagTag'	12561000	12614000	281	3.948125832123908e-09
b'Chromosome_Z_RagTag'	12614000	12667000	323	1.5877214505550738e-09
b'Chromosome_Z_RagTag'	12667000	12720000	246	2.343359928480935e-09
b'Chromosome_Z_RagTag'	12720000	12773000	271	4.0036878186403095e-09
b'Chromosome_Z_RagTag'	12773000	12826000	195	1.8554755094418462e-09
b'Chromosome_Z_RagTag'	12826000	12879000	197	2.174723451989663e-09
b'Chromosome_Z_RagTag'	12879000	12932000	236	8.902122188480934e-10
b'Chromosome_Z_RagTag'	12932000	12985000	276	1.502755620591481e-09
b'Chromosome_Z_RagTag'	12985000	13038000	234	1.1610407723082362e-09
b'Chromosome_Z_RagTag'	13038000	13091000	274	1.4053160560130702e-09
b'Chromosome_Z_RagTag'	13091000	13144000	233	4.97157362521107e-09
b'Chromosome_Z_RagTag'	13144000	13197000	217	3.404778636697685e-09
b'Chromosome_Z_RagTag'	13197000	13250000	168	6.571674016841316e-11
b'Chromosome_Z_RagTag'	13250000	13303000	214	1.2927937151001523e-09
b'Chromosome_Z_RagTag'	13303000	13356000	209	3.547038094697551e-09
b'Chromosome_Z_RagTag'	13356000	13409000	166	3.286087656679437e-09
b'Chromosome_Z_RagTag'	13409000	13462000	215	5.0772758644066035e-09
b'Chromosome_Z_RagTag'	13462000	13515000	207	3.0092423597713e-09
b'Chromosome_Z_RagTag'	13515000	13568000	234	4.707655001850434e-09
b'Chromosome_Z_RagTag'	13568000	13621000	219	4.275127736977461e-09
b'Chromosome_Z_RagTag'	13621000	13674000	238	2.2654134774087506e-09
b'Chromosome_Z_RagTag'	13674000	13727000	294	4.234118834829145e-09
b'Chromosome_Z_RagTag'	13727000	13780000	228	1.2863854055976535e-09
b'Chromosome_Z_RagTag'	13780000	13833000	185	1.2392834206509446e-09
b'Chromosome_Z_RagTag'	13833000	13886000	208	1.8454588174685486e-09
b'Chromosome_Z_RagTag'	13886000	13939000	222	2.9648921372961394e-09
b'Chromosome_Z_RagTag'	13939000	13992000	220	2.5784569972424384e-09
b'Chromosome_Z_RagTag'	13992000	14045000	190	1.2320172500991794e-09
b'Chromosome_Z_RagTag'	14045000	14098000	210	4.701760487054627e-09
b'Chromosome_Z_RagTag'	14098000	14151000	233	4.722790020480861e-09
b'Chromosome_Z_RagTag'	14151000	14204000	245	2.0890271754451296e-09
b'Chromosome_Z_RagTag'	14204000	14257000	198	3.254368604878287e-09
b'Chromosome_Z_RagTag'	14257000	14310000	155	5.017170157390556e-09
b'Chromosome_Z_RagTag'	14310000	14363000	186	1.5191405538810408e-09
b'Chromosome_Z_RagTag'	14363000	14416000	193	3.80435290624213e-09
b'Chromosome_Z_RagTag'	14416000	14469000	219	2.7004338935689528e-09
b'Chromosome_Z_RagTag'	14469000	14522000	213	2.7689274439608957e-09
b'Chromosome_Z_RagTag'	14522000	14575000	181	4.178886758878333e-10
b'Chromosome_Z_RagTag'	14575000	14628000	293	1.791814962398554e-09
b'Chromosome_Z_RagTag'	14628000	14681000	406	5.241492693953996e-10
b'Chromosome_Z_RagTag'	14681000	14734000	220	2.6320616705904944e-09
b'Chromosome_Z_RagTag'	14734000	14787000	451	2.026294342837728e-09
b'Chromosome_Z_RagTag'	14787000	14840000	182	1.2300301517304455e-09
b'Chromosome_Z_RagTag'	14840000	14893000	197	3.979590882355083e-09
b'Chromosome_Z_RagTag'	14893000	14946000	155	2.5940350116310142e-09
b'Chromosome_Z_RagTag'	14946000	14999000	156	1.4007047869339735e-09
b'Chromosome_Z_RagTag'	14999000	15052000	145	2.8921844538302706e-09
b'Chromosome_Z_RagTag'	15052000	15105000	159	3.3130177624075097e-09
b'Chromosome_Z_RagTag'	15105000	15158000	124	3.021816442144567e-09
b'Chromosome_Z_RagTag'	15158000	15211000	118	1.148735938690856e-09
b'Chromosome_Z_RagTag'	15211000	15264000	90	6.703700186900058e-10
b'Chromosome_Z_RagTag'	15264000	15317000	131	1.6642006259224368e-09
b'Chromosome_Z_RagTag'	15317000	15370000	67	1.1419756437647263e-09
b'Chromosome_Z_RagTag'	15370000	15423000	128	5.270682399072819e-09
b'Chromosome_Z_RagTag'	15423000	15476000	120	3.2397937134884885e-09
b'Chromosome_Z_RagTag'	15476000	15529000	116	2.001748028251412e-09
b'Chromosome_Z_RagTag'	15529000	15582000	118	2.422943029036337e-09
b'Chromosome_Z_RagTag'	15582000	15635000	89	3.1516377477869107e-10
b'Chromosome_Z_RagTag'	15635000	15688000	102	2.0167089452938566e-09
b'Chromosome_Z_RagTag'	15688000	15741000	108	4.1624009182999755e-09
b'Chromosome_Z_RagTag'	15741000	15794000	134	2.1526592374356696e-09
b'Chromosome_Z_RagTag'	15794000	15847000	104	7.629904087628021e-10
b'Chromosome_Z_RagTag'	15847000	15900000	105	9.868281084532629e-11
b'Chromosome_Z_RagTag'	15900000	15953000	62	1.6388048698006405e-10
b'Chromosome_Z_RagTag'	15953000	16006000	80	4.374005501231743e-09
b'Chromosome_Z_RagTag'	16006000	16059000	75	5.169296677680506e-10
b'Chromosome_Z_RagTag'	16059000	16112000	82	2.8475899494465575e-10
b'Chromosome_Z_RagTag'	16112000	16165000	71	2.557983158735346e-09
b'Chromosome_Z_RagTag'	16165000	16218000	68	1.6105468424523128e-09
b'Chromosome_Z_RagTag'	16218000	16271000	68	1.6792934488523133e-09
b'Chromosome_Z_RagTag'	16271000	16324000	73	4.0251738497337823e-10
b'Chromosome_Z_RagTag'	16324000	16377000	94	2.175389482165003e-09
b'Chromosome_Z_RagTag'	16377000	16430000	110	1.8089581181503686e-09
b'Chromosome_Z_RagTag'	16430000	16483000	98	1.3514625225879643e-09
b'Chromosome_Z_RagTag'	16483000	16536000	115	6.926247639702897e-10
b'Chromosome_Z_RagTag'	16536000	16589000	105	7.318395805761946e-10
b'Chromosome_Z_RagTag'	16589000	16642000	67	6.263711315646581e-10
b'Chromosome_Z_RagTag'	16642000	16695000	97	8.23068576288015e-10
b'Chromosome_Z_RagTag'	16695000	16748000	92	3.133301383439214e-09
b'Chromosome_Z_RagTag'	16748000	16801000	72	2.034124186487309e-09
b'Chromosome_Z_RagTag'	16801000	16854000	90	8.504693059115021e-10
b'Chromosome_Z_RagTag'	16854000	16907000	57	4.137763593379141e-09
b'Chromosome_Z_RagTag'	16907000	16960000	365	6.660705486530643e-10
b'Chromosome_Z_RagTag'	16960000	17013000	79	3.0379402821497745e-09
b'Chromosome_Z_RagTag'	17013000	17066000	66	6.735461611694616e-10
b'Chromosome_Z_RagTag'	17066000	17119000	80	1.16983331618464e-09
b'Chromosome_Z_RagTag'	17119000	17172000	92	2.0772713863676224e-10
b'Chromosome_Z_RagTag'	17172000	17225000	86	1.9131170821019957e-09
b'Chromosome_Z_RagTag'	17225000	17278000	126	5.265448505123098e-10
b'Chromosome_Z_RagTag'	17278000	17331000	165	1.6877999602488018e-09
b'Chromosome_Z_RagTag'	17331000	17384000	129	3.2635520923871473e-10
b'Chromosome_Z_RagTag'	17384000	17437000	199	4.4235400624053685e-09
b'Chromosome_Z_RagTag'	17437000	17490000	156	5.618605688708341e-09
b'Chromosome_Z_RagTag'	17490000	17543000	157	3.988182671616968e-09
b'Chromosome_Z_RagTag'	17543000	17596000	123	1.9642820284111377e-09
b'Chromosome_Z_RagTag'	17596000	17649000	179	2.7877928816470435e-09
b'Chromosome_Z_RagTag'	17649000	17702000	236	1.4727727977629406e-09
b'Chromosome_Z_RagTag'	17702000	17755000	246	1.1324661275647003e-09
b'Chromosome_Z_RagTag'	17755000	17808000	233	2.2714638011821692e-10
b'Chromosome_Z_RagTag'	17808000	17861000	232	3.2712056940570686e-09
b'Chromosome_Z_RagTag'	17861000	17914000	189	3.9793433224256694e-09
b'Chromosome_Z_RagTag'	17914000	17967000	105	1.7702397215509282e-09
b'Chromosome_Z_RagTag'	17967000	18020000	95	2.097373886877632e-09
b'Chromosome_Z_RagTag'	18020000	18073000	98	2.1302742410013085e-09
b'Chromosome_Z_RagTag'	18073000	18126000	91	7.329231945331627e-10
b'Chromosome_Z_RagTag'	18126000	18179000	104	7.497000632373507e-10
b'Chromosome_Z_RagTag'	18179000	18232000	104	1.651463579965486e-10
b'Chromosome_Z_RagTag'	18232000	18285000	161	2.3050735354823583e-09
b'Chromosome_Z_RagTag'	18285000	18338000	141	2.213729299411894e-09
b'Chromosome_Z_RagTag'	18338000	18391000	232	1.268998176675994e-09
b'Chromosome_Z_RagTag'	18391000	18444000	681	0
b'Chromosome_Z_RagTag'	18444000	18497000	463	2.7408596480566834e-10
b'Chromosome_Z_RagTag'	18497000	18550000	111	7.69558991010245e-10
b'Chromosome_Z_RagTag'	18550000	18603000	236	2.8734704833437147e-09
b'Chromosome_Z_RagTag'	18603000	18656000	198	2.0261179955401935e-09
b'Chromosome_Z_RagTag'	18656000	18709000	177	2.075885755921617e-09
b'Chromosome_Z_RagTag'	18709000	18762000	169	3.595529944854324e-09
b'Chromosome_Z_RagTag'	18762000	18815000	178	3.912141941491029e-09
b'Chromosome_Z_RagTag'	18815000	18868000	133	1.4156787054527777e-09
b'Chromosome_Z_RagTag'	18868000	18921000	234	3.827371251868073e-09
b'Chromosome_Z_RagTag'	18921000	18974000	178	8.983246673156411e-10
b'Chromosome_Z_RagTag'	18974000	19027000	76	1.5736039747426604e-09
b'Chromosome_Z_RagTag'	19027000	19080000	72	4.931289287533486e-10
b'Chromosome_Z_RagTag'	19080000	19133000	75	1.478480918665845e-09
b'Chromosome_Z_RagTag'	19133000	19186000	111	1.7192082176673333e-09
b'Chromosome_Z_RagTag'	19186000	19239000	75	8.326861229370669e-10
b'Chromosome_Z_RagTag'	19239000	19292000	66	6.055661690937299e-10
b'Chromosome_Z_RagTag'	19292000	19345000	83	3.0689733878777064e-09
b'Chromosome_Z_RagTag'	19345000	19398000	96	1.4321411748195377e-09
b'Chromosome_Z_RagTag'	19398000	19451000	61	2.7802281184741127e-10
b'Chromosome_Z_RagTag'	19451000	19504000	103	9.420644704757097e-10
b'Chromosome_Z_RagTag'	19504000	19557000	96	1.233343873468836e-09
b'Chromosome_Z_RagTag'	19557000	19610000	82	1.1624754261269187e-09
