chrom	start	end	nSites	recombRate
b'Chromosome_1_RagTag'	4320000	4352000	391	6.416212564106924e-10
b'Chromosome_1_RagTag'	4352000	4384000	486	1.5808620073582646e-09
b'Chromosome_1_RagTag'	4384000	4416000	481	2.5009244702747736e-09
b'Chromosome_1_RagTag'	4416000	4448000	531	2.838912115515258e-09
b'Chromosome_1_RagTag'	4448000	4480000	547	1.3375354853313201e-09
b'Chromosome_1_RagTag'	4480000	4512000	600	1.422883934899923e-09
b'Chromosome_1_RagTag'	4512000	4544000	535	2.174388694119855e-09
b'Chromosome_1_RagTag'	4544000	4576000	604	1.8307943154171965e-09
b'Chromosome_1_RagTag'	4576000	4608000	740	2.556350593494835e-09
b'Chromosome_1_RagTag'	4608000	4640000	738	4.329303450104796e-09
b'Chromosome_1_RagTag'	4640000	4672000	640	3.738904483114492e-09
b'Chromosome_1_RagTag'	4672000	4704000	530	1.8591604847443359e-09
b'Chromosome_1_RagTag'	4704000	4736000	607	1.7922997420960827e-09
b'Chromosome_1_RagTag'	4736000	4768000	506	1.46453198351523e-09
b'Chromosome_1_RagTag'	4768000	4800000	546	1.129450608134302e-09
b'Chromosome_1_RagTag'	4800000	4832000	525	1.872982456753027e-09
b'Chromosome_1_RagTag'	4832000	4864000	341	9.538295861142978e-10
b'Chromosome_1_RagTag'	4864000	4896000	401	1.240005684614982e-09
b'Chromosome_1_RagTag'	4896000	4928000	412	7.879178608956686e-10
b'Chromosome_1_RagTag'	4928000	4960000	486	2.3408806026420075e-09
b'Chromosome_1_RagTag'	4960000	4992000	500	1.2196722643556634e-09
b'Chromosome_1_RagTag'	4992000	5024000	515	1.088181100275979e-09
b'Chromosome_1_RagTag'	5024000	5056000	665	2.1581585509786625e-09
b'Chromosome_1_RagTag'	5056000	5088000	568	3.603672448295863e-09
b'Chromosome_1_RagTag'	5088000	5120000	673	3.6811595449612037e-09
b'Chromosome_1_RagTag'	5120000	5152000	613	2.8505401690323427e-09
b'Chromosome_1_RagTag'	5152000	5184000	596	2.3574268308841758e-09
b'Chromosome_1_RagTag'	5184000	5216000	541	1.1856114477953222e-09
b'Chromosome_1_RagTag'	5216000	5248000	491	1.3696893225282274e-09
b'Chromosome_1_RagTag'	5248000	5280000	499	1.346092742946451e-09
b'Chromosome_1_RagTag'	5280000	5312000	518	2.803891980078639e-09
b'Chromosome_1_RagTag'	5312000	5344000	556	1.4397678995371499e-09
b'Chromosome_1_RagTag'	5344000	5376000	526	1.2269411510097214e-09
b'Chromosome_1_RagTag'	5376000	5408000	553	1.1358636738563237e-09
b'Chromosome_1_RagTag'	5408000	5440000	591	2.7741306108778655e-09
b'Chromosome_1_RagTag'	5440000	5472000	533	2.305749474582426e-09
b'Chromosome_1_RagTag'	5472000	5504000	527	1.3603388186002222e-09
b'Chromosome_1_RagTag'	5504000	5536000	516	1.910150352977384e-09
b'Chromosome_1_RagTag'	5536000	5568000	592	2.9558458773663667e-09
b'Chromosome_1_RagTag'	5568000	5600000	455	1.7702734761510702e-09
b'Chromosome_1_RagTag'	5600000	5632000	413	2.7190415697555147e-09
b'Chromosome_1_RagTag'	5632000	5664000	461	1.970471809996903e-09
b'Chromosome_1_RagTag'	5664000	5696000	427	1.3738670705809458e-09
b'Chromosome_1_RagTag'	5696000	5728000	410	1.839870847200848e-09
b'Chromosome_1_RagTag'	5728000	5760000	423	2.363361188873293e-09
b'Chromosome_1_RagTag'	5760000	5792000	385	1.616055829000162e-09
b'Chromosome_1_RagTag'	5792000	5824000	333	9.231456576519256e-10
b'Chromosome_1_RagTag'	5824000	5856000	378	1.0997809595254943e-09
b'Chromosome_1_RagTag'	5856000	5888000	307	1.0199516865375004e-09
b'Chromosome_1_RagTag'	5888000	5920000	276	6.60587552100792e-10
b'Chromosome_1_RagTag'	5920000	5952000	343	1.0400681180033758e-09
b'Chromosome_1_RagTag'	5952000	5984000	326	5.187406454392653e-10
b'Chromosome_1_RagTag'	5984000	6016000	360	5.956669795360229e-10
b'Chromosome_1_RagTag'	6016000	6048000	273	6.539339428807754e-10
b'Chromosome_1_RagTag'	6048000	6080000	437	1.378138561599253e-09
b'Chromosome_1_RagTag'	6080000	6112000	428	1.1670336857671674e-09
b'Chromosome_1_RagTag'	6112000	6144000	404	1.4483653666984338e-09
b'Chromosome_1_RagTag'	6144000	6176000	345	8.335181034231406e-10
b'Chromosome_1_RagTag'	6176000	6208000	370	1.3216396286537117e-09
b'Chromosome_1_RagTag'	6208000	6240000	281	9.4287284167693e-10
b'Chromosome_1_RagTag'	6240000	6272000	390	1.5849502951189492e-09
b'Chromosome_1_RagTag'	6272000	6304000	327	1.3717661812760022e-09
b'Chromosome_1_RagTag'	6304000	6336000	370	5.690713388343352e-10
b'Chromosome_1_RagTag'	6336000	6368000	369	3.98241914743239e-10
b'Chromosome_1_RagTag'	6368000	6400000	258	1.6323028649092648e-09
b'Chromosome_1_RagTag'	6400000	6432000	302	9.497665185423249e-10
b'Chromosome_1_RagTag'	6432000	6464000	196	9.859498757016922e-10
b'Chromosome_1_RagTag'	6464000	6496000	253	8.129274848242244e-10
b'Chromosome_1_RagTag'	6496000	6528000	249	8.42454853500489e-10
b'Chromosome_1_RagTag'	6528000	6560000	300	8.163402997947916e-10
b'Chromosome_1_RagTag'	6560000	6592000	343	8.247690772032778e-10
b'Chromosome_1_RagTag'	6592000	6624000	248	1.3061934526993586e-09
b'Chromosome_1_RagTag'	6624000	6656000	343	7.205433163839919e-10
b'Chromosome_1_RagTag'	6656000	6688000	313	5.471742668748927e-10
b'Chromosome_1_RagTag'	6688000	6720000	330	2.1041383343161225e-09
b'Chromosome_1_RagTag'	6720000	6752000	306	7.306999146455358e-10
b'Chromosome_1_RagTag'	6752000	6784000	366	9.102588549991895e-10
b'Chromosome_1_RagTag'	6784000	6816000	248	7.954653592570979e-10
b'Chromosome_1_RagTag'	6816000	6848000	268	1.303875098748354e-09
b'Chromosome_1_RagTag'	6848000	6880000	306	9.927331547598966e-10
b'Chromosome_1_RagTag'	6880000	6912000	296	8.83082674104516e-10
b'Chromosome_1_RagTag'	6912000	6944000	294	1.4515864130642694e-09
b'Chromosome_1_RagTag'	6944000	6976000	359	5.446672373611678e-10
b'Chromosome_1_RagTag'	6976000	7008000	333	1.1116556236614436e-09
b'Chromosome_1_RagTag'	7008000	7040000	240	8.268547392244709e-10
b'Chromosome_1_RagTag'	7040000	7072000	321	1.1630403306036141e-09
b'Chromosome_1_RagTag'	7072000	7104000	326	9.704223289497977e-10
b'Chromosome_1_RagTag'	7104000	7136000	249	1.014324491412787e-09
b'Chromosome_1_RagTag'	7136000	7168000	279	7.573923913548239e-10
b'Chromosome_1_RagTag'	7168000	7200000	265	2.830277652875415e-10
b'Chromosome_1_RagTag'	7200000	7232000	288	6.764567610318371e-10
b'Chromosome_1_RagTag'	7232000	7264000	284	4.1529266572279487e-10
b'Chromosome_1_RagTag'	7264000	7296000	240	1.171144576527169e-09
b'Chromosome_1_RagTag'	7296000	7328000	372	1.3243267683830476e-09
b'Chromosome_1_RagTag'	7328000	7360000	363	1.1853618630976e-09
b'Chromosome_1_RagTag'	7360000	7392000	334	9.275518149609009e-10
b'Chromosome_1_RagTag'	7392000	7424000	303	1.0139223959512517e-09
b'Chromosome_1_RagTag'	7424000	7456000	273	5.450410195919795e-10
b'Chromosome_1_RagTag'	7456000	7488000	260	7.335757299375918e-10
b'Chromosome_1_RagTag'	7488000	7520000	207	1.3168587374086906e-09
b'Chromosome_1_RagTag'	7520000	7552000	226	6.066941501607363e-10
b'Chromosome_1_RagTag'	7552000	7584000	312	7.153224993943685e-10
b'Chromosome_1_RagTag'	7584000	7616000	246	8.511146573546264e-10
b'Chromosome_1_RagTag'	7616000	7648000	324	1.010011601216783e-09
b'Chromosome_1_RagTag'	7648000	7680000	311	7.19532843351365e-10
b'Chromosome_1_RagTag'	7680000	7712000	415	7.26953051137693e-10
b'Chromosome_1_RagTag'	7712000	7744000	352	1.248908411230201e-09
b'Chromosome_1_RagTag'	7744000	7776000	253	1.0423726722284813e-09
b'Chromosome_1_RagTag'	7776000	7808000	304	7.745659123096181e-10
b'Chromosome_1_RagTag'	7808000	7840000	267	1.0316088860273887e-09
b'Chromosome_1_RagTag'	7840000	7872000	272	1.0121079699218633e-09
b'Chromosome_1_RagTag'	7872000	7904000	445	2.024383175373258e-09
b'Chromosome_1_RagTag'	7904000	7936000	325	8.331795342860016e-10
b'Chromosome_1_RagTag'	7936000	7968000	375	7.286758755382703e-10
b'Chromosome_1_RagTag'	7968000	8000000	354	1.2776998738339638e-09
b'Chromosome_1_RagTag'	8000000	8032000	421	1.6788279269982676e-09
b'Chromosome_1_RagTag'	8032000	8064000	389	8.876120772413466e-10
b'Chromosome_1_RagTag'	8064000	8096000	379	9.288280516802344e-10
b'Chromosome_1_RagTag'	8096000	8128000	381	6.984083181159492e-10
b'Chromosome_1_RagTag'	8128000	8160000	281	1.158812855952398e-09
b'Chromosome_1_RagTag'	8160000	8192000	238	8.41938791337134e-10
b'Chromosome_1_RagTag'	8192000	8224000	279	1.0288663094681492e-09
b'Chromosome_1_RagTag'	8224000	8256000	398	4.6035614649806373e-10
b'Chromosome_1_RagTag'	8256000	8288000	311	1.2479248238704458e-09
b'Chromosome_1_RagTag'	8288000	8320000	302	9.225905755739604e-10
b'Chromosome_1_RagTag'	8320000	8352000	371	7.991663029873805e-10
b'Chromosome_1_RagTag'	8352000	8384000	333	1.6178389677199693e-09
b'Chromosome_1_RagTag'	8384000	8416000	306	1.59591846001913e-09
b'Chromosome_1_RagTag'	8416000	8448000	370	6.185902276644597e-10
b'Chromosome_1_RagTag'	8448000	8480000	310	4.865066270763598e-10
b'Chromosome_1_RagTag'	8480000	8512000	252	1.0725562416638668e-09
b'Chromosome_1_RagTag'	8512000	8544000	315	2.8321691670287887e-10
b'Chromosome_1_RagTag'	8544000	8576000	315	5.046309015603216e-10
b'Chromosome_1_RagTag'	8576000	8608000	280	8.909635072242951e-10
b'Chromosome_1_RagTag'	8608000	8640000	281	1.1080784016116329e-09
b'Chromosome_1_RagTag'	8640000	8672000	206	1.1199509244108046e-09
b'Chromosome_1_RagTag'	8672000	8704000	275	1.797018534574559e-09
b'Chromosome_1_RagTag'	8704000	8736000	257	1.3615584288581093e-09
b'Chromosome_1_RagTag'	8736000	8768000	235	1.3342996875343515e-09
b'Chromosome_1_RagTag'	8768000	8800000	337	7.914722420198535e-10
b'Chromosome_1_RagTag'	8800000	8832000	258	8.512776368760178e-10
b'Chromosome_1_RagTag'	8832000	8864000	319	7.839209368374862e-10
b'Chromosome_1_RagTag'	8864000	8896000	293	7.761745320820669e-10
b'Chromosome_1_RagTag'	8896000	8928000	228	1.3696124723305494e-09
b'Chromosome_1_RagTag'	8928000	8960000	226	1.0019818262278202e-09
b'Chromosome_1_RagTag'	8960000	8992000	254	8.805194939819616e-10
b'Chromosome_1_RagTag'	8992000	9024000	338	5.953422101247829e-10
b'Chromosome_1_RagTag'	9024000	9056000	323	1.0958960987586632e-09
b'Chromosome_1_RagTag'	9056000	9088000	377	1.1326930678679117e-09
b'Chromosome_1_RagTag'	9088000	9120000	313	8.221323778513655e-10
b'Chromosome_1_RagTag'	9120000	9152000	245	5.98659378719293e-10
b'Chromosome_1_RagTag'	9152000	9184000	202	8.064420895043881e-10
b'Chromosome_1_RagTag'	9184000	9216000	243	4.0656552872332356e-10
b'Chromosome_1_RagTag'	9216000	9248000	240	6.725956928958662e-10
b'Chromosome_1_RagTag'	9248000	9280000	298	9.48184784442748e-10
b'Chromosome_1_RagTag'	9280000	9312000	267	1.2362592969597566e-09
b'Chromosome_1_RagTag'	9312000	9344000	380	1.0677717815242163e-09
b'Chromosome_1_RagTag'	9344000	9376000	361	1.4475723583118678e-09
b'Chromosome_1_RagTag'	9376000	9408000	410	1.3738273368874097e-09
b'Chromosome_1_RagTag'	9408000	9440000	374	6.918168076624772e-10
b'Chromosome_1_RagTag'	9440000	9472000	382	1.0239809685736523e-09
b'Chromosome_1_RagTag'	9472000	9504000	439	9.677232929050323e-10
b'Chromosome_1_RagTag'	9504000	9536000	381	1.0883129114509437e-09
b'Chromosome_1_RagTag'	9536000	9568000	311	8.313101472793266e-10
b'Chromosome_1_RagTag'	9568000	9600000	406	7.210536683159402e-10
b'Chromosome_1_RagTag'	9600000	9632000	372	2.207957600099593e-10
b'Chromosome_1_RagTag'	9632000	9664000	326	8.201625859424611e-10
b'Chromosome_1_RagTag'	9664000	9696000	304	8.584827592793706e-10
b'Chromosome_1_RagTag'	9696000	9728000	349	7.468294149581901e-10
b'Chromosome_1_RagTag'	9728000	9760000	371	8.619226978491185e-10
b'Chromosome_1_RagTag'	9760000	9792000	402	6.787153954793832e-10
b'Chromosome_1_RagTag'	9792000	9824000	353	1.0230930275899548e-09
b'Chromosome_1_RagTag'	9824000	9856000	388	1.481839456981766e-09
b'Chromosome_1_RagTag'	9856000	9888000	389	9.156179071741101e-10
b'Chromosome_1_RagTag'	9888000	9920000	381	9.958247692138533e-10
b'Chromosome_1_RagTag'	9920000	9952000	261	5.985611151538409e-10
b'Chromosome_1_RagTag'	9952000	9984000	412	7.739261284657909e-10
b'Chromosome_1_RagTag'	9984000	10016000	350	1.490322481588613e-09
b'Chromosome_1_RagTag'	10016000	10048000	249	8.372076266906103e-10
b'Chromosome_1_RagTag'	10048000	10080000	279	1.2136898452522088e-09
b'Chromosome_1_RagTag'	10080000	10112000	273	7.716201466828336e-10
b'Chromosome_1_RagTag'	10112000	10144000	344	1.0947155084153868e-09
b'Chromosome_1_RagTag'	10144000	10176000	352	1.555379504891365e-09
b'Chromosome_1_RagTag'	10176000	10208000	242	7.409257494628828e-10
b'Chromosome_1_RagTag'	10208000	10240000	245	5.639813813144416e-10
b'Chromosome_1_RagTag'	10240000	10272000	259	9.819086973501107e-10
b'Chromosome_1_RagTag'	10272000	10304000	214	8.909489937194705e-10
b'Chromosome_1_RagTag'	10304000	10336000	284	5.360402673376174e-10
b'Chromosome_1_RagTag'	10336000	10368000	232	1.2778983043753365e-09
b'Chromosome_1_RagTag'	10368000	10400000	228	9.215801025413334e-10
b'Chromosome_1_RagTag'	10400000	10432000	285	1.1647315108051477e-09
b'Chromosome_1_RagTag'	10432000	10464000	269	6.12830031733238e-10
b'Chromosome_1_RagTag'	10464000	10496000	349	7.819932578852041e-10
b'Chromosome_1_RagTag'	10496000	10528000	288	8.535167613662582e-10
b'Chromosome_1_RagTag'	10528000	10560000	285	9.707321090035957e-10
b'Chromosome_1_RagTag'	10560000	10592000	256	7.742159227096665e-10
b'Chromosome_1_RagTag'	10592000	10624000	223	8.032043882969507e-10
b'Chromosome_1_RagTag'	10624000	10656000	233	1.1039582317255957e-09
b'Chromosome_1_RagTag'	10656000	10688000	279	1.4865232742928782e-09
b'Chromosome_1_RagTag'	10688000	10720000	215	9.865634876515734e-10
b'Chromosome_1_RagTag'	10720000	10752000	187	9.228123228935763e-10
b'Chromosome_1_RagTag'	10752000	10784000	236	8.695227779247487e-10
b'Chromosome_1_RagTag'	10784000	10816000	171	8.891157715117027e-10
b'Chromosome_1_RagTag'	10816000	10848000	190	7.96441095048669e-10
b'Chromosome_1_RagTag'	10848000	10880000	248	1.4762555644452174e-09
b'Chromosome_1_RagTag'	10880000	10912000	213	1.2079351216260853e-09
b'Chromosome_1_RagTag'	10912000	10944000	249	8.640568968372665e-10
b'Chromosome_1_RagTag'	10944000	10976000	215	1.5749895102093837e-09
b'Chromosome_1_RagTag'	10976000	11008000	211	1.014199342174463e-09
b'Chromosome_1_RagTag'	11008000	11040000	193	1.5828505954455485e-09
b'Chromosome_1_RagTag'	11040000	11072000	225	7.701588032954083e-10
b'Chromosome_1_RagTag'	11072000	11104000	231	8.314245898337636e-10
b'Chromosome_1_RagTag'	11104000	11136000	253	6.003643586467248e-10
b'Chromosome_1_RagTag'	11136000	11168000	246	7.280387088838378e-10
b'Chromosome_1_RagTag'	11168000	11200000	199	7.571756404876888e-10
b'Chromosome_1_RagTag'	11200000	11232000	207	8.577765939954439e-10
b'Chromosome_1_RagTag'	11232000	11264000	284	4.776916952690149e-10
b'Chromosome_1_RagTag'	11264000	11296000	284	8.942978065130243e-10
b'Chromosome_1_RagTag'	11296000	11328000	297	1.1017219623510585e-09
b'Chromosome_1_RagTag'	11328000	11360000	320	1.0637003865314425e-09
b'Chromosome_1_RagTag'	11360000	11392000	297	8.268421291301151e-10
b'Chromosome_1_RagTag'	11392000	11424000	300	1.3896580017564615e-09
b'Chromosome_1_RagTag'	11424000	11456000	327	1.0809662228939732e-09
b'Chromosome_1_RagTag'	11456000	11488000	233	9.74457797069973e-10
b'Chromosome_1_RagTag'	11488000	11520000	300	7.256741972289649e-10
b'Chromosome_1_RagTag'	11520000	11552000	289	6.632037897901646e-10
b'Chromosome_1_RagTag'	11552000	11584000	311	1.6773939451363314e-09
b'Chromosome_1_RagTag'	11584000	11616000	247	7.691954396718845e-10
b'Chromosome_1_RagTag'	11616000	11648000	350	8.211480767126849e-10
b'Chromosome_1_RagTag'	11648000	11680000	295	9.197406942495419e-10
b'Chromosome_1_RagTag'	11680000	11712000	415	1.3747933177003282e-09
b'Chromosome_1_RagTag'	11712000	11744000	366	8.19113330921532e-10
b'Chromosome_1_RagTag'	11744000	11776000	326	9.295437340165053e-10
b'Chromosome_1_RagTag'	11776000	11808000	358	3.615436850520596e-10
b'Chromosome_1_RagTag'	11808000	11840000	297	8.119367596752113e-10
b'Chromosome_1_RagTag'	11840000	11872000	280	6.48326257713367e-10
b'Chromosome_1_RagTag'	11872000	11904000	333	6.854037419404555e-10
b'Chromosome_1_RagTag'	11904000	11936000	177	1.1111129137515253e-09
b'Chromosome_1_RagTag'	11936000	11968000	253	6.770375391511313e-10
b'Chromosome_1_RagTag'	11968000	12000000	241	8.257300615637159e-10
b'Chromosome_1_RagTag'	12000000	12032000	235	1.0495242612123993e-09
b'Chromosome_1_RagTag'	12032000	12064000	189	7.262599718007395e-10
b'Chromosome_1_RagTag'	12064000	12096000	227	1.1602989436759175e-09
b'Chromosome_1_RagTag'	12096000	12128000	225	1.6531513956267042e-09
b'Chromosome_1_RagTag'	12128000	12160000	149	1.3226686599384095e-09
b'Chromosome_1_RagTag'	12160000	12192000	214	9.126823723785953e-10
b'Chromosome_1_RagTag'	12192000	12224000	295	9.138179946495462e-10
b'Chromosome_1_RagTag'	12224000	12256000	242	2.2070107702920884e-09
b'Chromosome_1_RagTag'	12256000	12288000	251	1.5845071573691803e-09
b'Chromosome_1_RagTag'	12288000	12320000	306	1.3706724340353651e-09
b'Chromosome_1_RagTag'	12320000	12352000	309	1.2808918931901499e-09
b'Chromosome_1_RagTag'	12352000	12384000	323	6.895693557514355e-10
b'Chromosome_1_RagTag'	12384000	12416000	425	9.8397461148769e-10
b'Chromosome_1_RagTag'	12416000	12448000	371	1.215517119302262e-09
b'Chromosome_1_RagTag'	12448000	12480000	368	2.789582734989934e-09
b'Chromosome_1_RagTag'	12480000	12512000	380	7.37872203218302e-10
b'Chromosome_1_RagTag'	12512000	12544000	372	0
b'Chromosome_1_RagTag'	12544000	12576000	344	1.0905570323936649e-09
b'Chromosome_1_RagTag'	12576000	12608000	419	8.450722808214045e-10
b'Chromosome_1_RagTag'	12608000	12640000	422	1.313309114810678e-09
b'Chromosome_1_RagTag'	12640000	12672000	384	1.8834838102357332e-09
b'Chromosome_1_RagTag'	12672000	12704000	389	1.9514568583766947e-09
b'Chromosome_1_RagTag'	12704000	12736000	374	1.143049762154989e-09
b'Chromosome_1_RagTag'	12736000	12768000	488	3.0004815666387716e-09
b'Chromosome_1_RagTag'	12768000	12800000	316	1.0930995129273715e-09
b'Chromosome_1_RagTag'	12800000	12832000	252	1.087057612246767e-09
b'Chromosome_1_RagTag'	12832000	12864000	245	1.1005023520931714e-09
b'Chromosome_1_RagTag'	12864000	12896000	268	1.1395979272698107e-09
b'Chromosome_1_RagTag'	12896000	12928000	265	1.7031569627210713e-09
b'Chromosome_1_RagTag'	12928000	12960000	200	1.1715133623055e-09
b'Chromosome_1_RagTag'	12960000	12992000	265	7.43623120023488e-10
b'Chromosome_1_RagTag'	12992000	13024000	276	9.02033980437174e-10
b'Chromosome_1_RagTag'	13024000	13056000	268	1.238132728713678e-09
b'Chromosome_1_RagTag'	13056000	13088000	265	7.28674923833036e-10
b'Chromosome_1_RagTag'	13088000	13120000	336	1.4434912083404414e-09
