chrom	start	end	nSites	recombRate
b'scaffold_1'	3300000	3360000	1563	3.4446782110370366e-09
b'scaffold_1'	3360000	3420000	1318	3.98934971636395e-09
b'scaffold_1'	3420000	3480000	1187	2.226645288035086e-09
b'scaffold_1'	3480000	3540000	1079	2.8117930812988637e-09
b'scaffold_1'	3540000	3600000	1011	3.2736538020058598e-09
b'scaffold_1'	3600000	3660000	1014	2.052023060915486e-09
b'scaffold_1'	3660000	3720000	1069	3.874896729268449e-09
b'scaffold_1'	3720000	3780000	953	1.875841700948804e-09
b'scaffold_1'	3780000	3840000	1452	4.209134300259468e-09
b'scaffold_1'	3840000	3900000	1147	3.958725987504247e-09
b'scaffold_1'	3900000	3960000	974	1.079104809229539e-09
b'scaffold_1'	3960000	4020000	1090	2.143016552654975e-09
b'scaffold_1'	4020000	4080000	1093	3.286738486155006e-09
b'scaffold_1'	4080000	4140000	1116	1.0443627876615068e-09
b'scaffold_1'	4140000	4200000	1087	1.2118851073821102e-09
b'scaffold_1'	4200000	4260000	952	1.0090138847471218e-09
b'scaffold_1'	4260000	4320000	822	1.1341815429234812e-09
b'scaffold_1'	4320000	4380000	863	9.944891806576839e-10
b'scaffold_1'	4380000	4440000	754	6.153444440478747e-10
b'scaffold_1'	4440000	4500000	1084	1.7470081855588526e-09
b'scaffold_1'	4500000	4560000	666	4.233654854729951e-10
b'scaffold_1'	4560000	4620000	291	5.011764905240532e-10
b'scaffold_1'	5880000	5940000	207	1.0293719062653364e-10
b'scaffold_1'	5940000	6000000	484	3.6533776950729203e-10
b'scaffold_1'	6000000	6060000	652	4.90466243467589e-10
b'scaffold_1'	6060000	6120000	639	1.1094230476685404e-10
b'scaffold_1'	6120000	6180000	935	4.846778815504738e-10
b'scaffold_1'	6180000	6240000	683	5.502468210985977e-10
b'scaffold_1'	6240000	6300000	685	4.873905985084363e-10
b'scaffold_1'	6300000	6360000	926	1.0745197819476292e-09
b'scaffold_1'	6360000	6420000	1155	6.175386021464957e-10
b'scaffold_1'	6420000	6480000	1160	3.553543264584362e-10
b'scaffold_1'	6480000	6540000	980	9.462709487816243e-10
b'scaffold_1'	6540000	6600000	980	6.897388382596891e-10
b'scaffold_1'	6600000	6660000	964	4.396436832312237e-10
b'scaffold_1'	6660000	6720000	567	6.869532829000947e-10
b'scaffold_1'	6720000	6780000	686	3.892666854516963e-10
b'scaffold_1'	6780000	6840000	778	3.948646563189922e-10
b'scaffold_1'	6840000	6900000	1011	1.3728998452198087e-09
b'scaffold_1'	6900000	6960000	776	4.767800500017113e-10
b'scaffold_1'	6960000	7020000	906	6.787574617082129e-10
b'scaffold_1'	7020000	7080000	833	1.2499336131821462e-09
b'scaffold_1'	7080000	7140000	753	9.103439206794483e-10
b'scaffold_1'	7140000	7200000	804	1.095898089827942e-09
b'scaffold_1'	7200000	7260000	714	8.402849123730175e-10
b'scaffold_1'	7260000	7320000	720	1.2018324599516604e-09
b'scaffold_1'	7320000	7380000	890	8.063306831488842e-10
b'scaffold_1'	7380000	7440000	995	1.1494485351059068e-09
b'scaffold_1'	7440000	7500000	1085	1.984708330241044e-09
b'scaffold_1'	7500000	7560000	898	1.1202003618310371e-09
b'scaffold_1'	7560000	7620000	1052	6.521959352475543e-10
b'scaffold_1'	7620000	7680000	870	2.639192222838894e-10
b'scaffold_1'	7680000	7740000	928	1.0712011316485412e-09
b'scaffold_1'	7740000	7800000	722	1.0787412492248637e-09
b'scaffold_1'	7800000	7860000	948	4.4052343208217203e-10
b'scaffold_1'	7860000	7920000	1079	1.228590223494373e-09
b'scaffold_1'	7920000	7980000	783	5.216078991831494e-10
b'scaffold_1'	7980000	8040000	1070	6.14338294499951e-10
b'scaffold_1'	8040000	8100000	869	1.5706993978895322e-09
b'scaffold_1'	8100000	8160000	890	1.5158226932985535e-09
b'scaffold_1'	8160000	8220000	725	2.8443026338208007e-10
b'scaffold_1'	8220000	8280000	148	6.32912718919608e-10
b'scaffold_1'	8280000	8340000	777	1.3856239713808326e-09
b'scaffold_1'	8340000	8400000	1082	2.5831368472349326e-09
b'scaffold_1'	8400000	8460000	966	5.604710574751916e-10
b'scaffold_1'	8460000	8520000	1068	8.998123726083331e-10
b'scaffold_1'	8520000	8580000	1240	1.9121958054058854e-09
b'scaffold_1'	8580000	8640000	494	1.2616939340287333e-09
b'scaffold_1'	8760000	8820000	282	6.278587450519197e-10
b'scaffold_1'	8820000	8880000	717	5.529688601079621e-10
b'scaffold_1'	8880000	8940000	930	7.621253574000499e-10
b'scaffold_1'	8940000	9000000	764	6.02418792039407e-11
b'scaffold_1'	9000000	9060000	1047	7.805913932220505e-10
b'scaffold_1'	9060000	9120000	866	2.8978823092599423e-10
b'scaffold_1'	9120000	9180000	771	8.383718378242956e-10
b'scaffold_1'	9180000	9240000	951	2.455702651074622e-10
b'scaffold_1'	9240000	9300000	847	7.771430242076917e-10
b'scaffold_1'	9300000	9360000	888	1.2564356650345584e-09
b'scaffold_1'	9360000	9420000	930	1.0059286017348246e-09
b'scaffold_1'	9420000	9480000	1020	6.850364163304636e-10
b'scaffold_1'	9480000	9540000	1670	1.445397122970894e-09
b'scaffold_1'	9540000	9600000	1079	1.1723744615198116e-09
b'scaffold_1'	9600000	9660000	990	6.350199765390584e-10
b'scaffold_1'	9660000	9720000	968	1.0290065249868423e-09
b'scaffold_1'	9720000	9780000	1078	1.2451292806909844e-09
b'scaffold_1'	9780000	9840000	613	2.5545385160570767e-10
b'scaffold_1'	9840000	9900000	776	6.51918169715951e-10
b'scaffold_1'	9900000	9960000	913	1.3490156435219595e-09
b'scaffold_1'	9960000	10020000	1100	1.0177734530475139e-09
b'scaffold_1'	10020000	10080000	1115	5.319321501112251e-10
b'scaffold_1'	10080000	10140000	939	3.4886049065132727e-10
b'scaffold_1'	10140000	10200000	1082	4.821858918096049e-10
b'scaffold_1'	10200000	10260000	886	1.4499608201351892e-09
b'scaffold_1'	10260000	10320000	1070	1.4911810354240793e-09
b'scaffold_1'	10320000	10380000	1202	6.512115898198588e-10
b'scaffold_1'	10380000	10440000	971	8.403806609009763e-10
b'scaffold_1'	10440000	10500000	879	5.12329140019931e-10
b'scaffold_1'	10500000	10560000	908	1.7235881509204275e-09
b'scaffold_1'	10560000	10620000	835	9.00446588105407e-10
b'scaffold_1'	10620000	10680000	980	2.622442151214973e-09
b'scaffold_1'	10680000	10740000	776	7.074538959407849e-10
b'scaffold_1'	10740000	10800000	1148	1.4950547427837603e-09
b'scaffold_1'	10800000	10860000	1202	9.197177963671405e-10
b'scaffold_1'	10860000	10920000	1078	9.983056917019835e-10
b'scaffold_1'	10920000	10980000	1043	1.0285864006702704e-09
b'scaffold_1'	10980000	11040000	833	8.335722453592702e-10
b'scaffold_1'	11040000	11100000	833	1.1332417537414695e-09
b'scaffold_1'	11100000	11160000	945	5.072799061783794e-10
b'scaffold_1'	11160000	11220000	984	8.243720126290478e-10
b'scaffold_1'	11220000	11280000	861	7.41591880178146e-10
b'scaffold_1'	11280000	11340000	782	9.472325420838644e-10
b'scaffold_1'	11340000	11400000	886	6.440058020870363e-10
b'scaffold_1'	11400000	11460000	1009	1.1092485314424788e-09
b'scaffold_1'	11460000	11520000	966	1.4874596409042538e-09
b'scaffold_1'	11520000	11580000	875	7.462478498512331e-10
b'scaffold_1'	11580000	11640000	714	9.763630047096757e-10
b'scaffold_1'	11640000	11700000	758	6.417827298289823e-10
b'scaffold_1'	11700000	11760000	596	1.0619374658323244e-10
b'scaffold_1'	11760000	11820000	644	7.9198657405525e-10
b'scaffold_1'	11820000	11880000	655	1.318922722852916e-10
b'scaffold_1'	11880000	11940000	775	9.988172985229913e-10
b'scaffold_1'	11940000	12000000	887	7.952315959483497e-10
b'scaffold_1'	12000000	12060000	909	1.2355324657740019e-09
b'scaffold_1'	12060000	12120000	995	1.2154643011178386e-09
b'scaffold_1'	12120000	12180000	1019	1.2453335758174707e-09
b'scaffold_1'	12180000	12240000	1051	4.056245156490192e-10
b'scaffold_1'	12240000	12300000	1378	1.3967518147399291e-09
b'scaffold_1'	12300000	12360000	1108	1.6486593582619322e-09
b'scaffold_1'	12360000	12420000	1064	5.427766979082255e-10
b'scaffold_1'	12420000	12480000	1047	9.27400746731045e-10
b'scaffold_1'	12480000	12540000	947	8.789232354253149e-10
b'scaffold_1'	12540000	12600000	1137	1.7925007049052919e-09
b'scaffold_1'	12600000	12660000	934	5.370237281862636e-10
b'scaffold_1'	12660000	12720000	906	3.2199224457303486e-09
b'scaffold_1'	12720000	12780000	1099	1.5655926517308566e-09
b'scaffold_1'	12780000	12840000	1317	1.5678185680045927e-09
b'scaffold_1'	12840000	12900000	771	9.327993204988625e-10
b'scaffold_1'	12900000	12960000	1082	2.462286483864202e-09
b'scaffold_1'	12960000	13020000	871	7.816580571036513e-10
b'scaffold_1'	13020000	13080000	986	1.9743445000947277e-09
b'scaffold_1'	13080000	13140000	662	3.504254892807536e-10
b'scaffold_1'	13140000	13200000	700	1.2573899902967224e-09
b'scaffold_1'	13200000	13260000	718	4.1149535402091073e-10
b'scaffold_1'	13260000	13320000	837	1.608955990836964e-09
b'scaffold_1'	13320000	13380000	918	3.7111096334077e-10
b'scaffold_1'	13380000	13440000	1095	1.3492891430300398e-09
b'scaffold_1'	13440000	13500000	1129	1.5298168304624373e-09
b'scaffold_1'	13500000	13560000	854	1.1383677760064337e-09
b'scaffold_1'	13560000	13620000	1001	7.986692209034656e-10
b'scaffold_1'	13620000	13680000	938	9.492528992241442e-10
b'scaffold_1'	13680000	13740000	819	2.1526190598671195e-10
b'scaffold_1'	13740000	13800000	989	1.3229481857856034e-09
b'scaffold_1'	13800000	13860000	782	6.040761379142645e-10
b'scaffold_1'	13860000	13920000	1016	9.357136465685004e-10
b'scaffold_1'	13920000	13980000	841	1.3406193192245003e-09
b'scaffold_1'	13980000	14040000	997	1.1866964504914753e-09
b'scaffold_1'	14040000	14100000	928	1.6236464773405286e-09
b'scaffold_1'	14100000	14160000	782	1.279321775228916e-09
b'scaffold_1'	14160000	14220000	806	8.991993292280027e-10
b'scaffold_1'	14220000	14280000	760	1.156357123199966e-09
b'scaffold_1'	14280000	14340000	720	7.257641429037634e-10
b'scaffold_1'	14340000	14400000	630	7.126679246910182e-10
b'scaffold_1'	14400000	14460000	1125	1.0542623322477453e-09
b'scaffold_1'	14460000	14520000	909	1.4856731250533784e-09
b'scaffold_1'	14520000	14580000	917	1.0331412497857774e-09
b'scaffold_1'	14580000	14640000	1359	2.3314735138095077e-09
b'scaffold_1'	14640000	14700000	1628	1.7218416487901884e-09
b'scaffold_1'	14700000	14760000	948	6.465720522373784e-10
b'scaffold_1'	14760000	14820000	1099	1.1026696911666542e-09
b'scaffold_1'	14820000	14880000	1002	1.0349601558152528e-09
b'scaffold_1'	14880000	14940000	859	4.961653348924652e-10
b'scaffold_1'	14940000	15000000	1229	1.241321459694602e-09
b'scaffold_1'	15000000	15060000	1190	1.4184753545238557e-09
b'scaffold_1'	15060000	15120000	987	1.027338983791995e-09
b'scaffold_1'	15120000	15180000	696	4.448016216721741e-10
b'scaffold_1'	15180000	15240000	760	3.42606342165858e-10
b'scaffold_1'	15240000	15300000	930	1.3382173899802262e-09
b'scaffold_1'	15300000	15360000	737	5.231932799249628e-10
b'scaffold_1'	15360000	15420000	895	1.3236950559038566e-09
b'scaffold_1'	15420000	15480000	919	1.016432025650863e-09
b'scaffold_1'	15480000	15540000	1048	1.1101843706027103e-09
b'scaffold_1'	15540000	15600000	1105	1.6687696301502754e-09
b'scaffold_1'	15600000	15660000	1046	6.431077251350264e-10
b'scaffold_1'	15660000	15720000	1210	1.0976383114235502e-09
b'scaffold_1'	15720000	15780000	1054	1.460869674286776e-09
b'scaffold_1'	15780000	15840000	1085	1.3436755300764931e-09
b'scaffold_1'	15840000	15900000	750	9.598602877134448e-10
b'scaffold_1'	15900000	15960000	1117	7.90968732442856e-10
b'scaffold_1'	15960000	16020000	1017	1.0320925980034957e-09
b'scaffold_1'	16020000	16080000	1152	1.121192765303165e-09
b'scaffold_1'	16080000	16140000	1290	1.5704238443701259e-09
b'scaffold_1'	16140000	16200000	1196	1.6358507806352415e-09
b'scaffold_1'	16200000	16260000	987	6.561383729862156e-10
b'scaffold_1'	16260000	16320000	700	3.500878414189579e-10
b'scaffold_1'	16320000	16380000	793	9.78705999628985e-10
b'scaffold_1'	16380000	16440000	959	9.667031474450766e-10
b'scaffold_1'	16440000	16500000	616	5.697558206715163e-10
b'scaffold_1'	16500000	16560000	846	7.782567723489157e-10
b'scaffold_1'	16560000	16620000	857	8.072722103404795e-10
b'scaffold_1'	16620000	16680000	815	5.094772242944248e-10
b'scaffold_1'	16680000	16740000	945	8.650757230699225e-10
b'scaffold_1'	16740000	16800000	865	1.3749119863147852e-09
b'scaffold_1'	16800000	16860000	920	7.940911456598895e-10
b'scaffold_1'	16860000	16920000	821	6.564771268541095e-10
b'scaffold_1'	16920000	16980000	885	7.352592052596808e-10
b'scaffold_1'	16980000	17040000	832	3.809727457187872e-10
b'scaffold_1'	17040000	17100000	915	1.319937005181908e-09
b'scaffold_1'	17100000	17160000	838	7.647685539746758e-10
b'scaffold_1'	17160000	17220000	722	5.085096269590785e-10
b'scaffold_1'	17220000	17280000	862	1.1997515884777035e-09
b'scaffold_1'	17280000	17340000	786	5.573683943670605e-10
b'scaffold_1'	17340000	17400000	971	9.995341484757128e-10
b'scaffold_1'	17400000	17460000	587	8.518982924093705e-10
b'scaffold_1'	17460000	17520000	847	1.1472562730177405e-09
b'scaffold_1'	17520000	17580000	1048	1.7555318980587322e-09
b'scaffold_1'	17580000	17640000	896	8.435904485997943e-10
b'scaffold_1'	17640000	17700000	822	1.035161448925186e-09
b'scaffold_1'	17700000	17760000	638	1.3583992405270304e-10
b'scaffold_1'	17760000	17820000	702	5.13158012590347e-10
b'scaffold_1'	17820000	17880000	706	2.866672397168014e-10
b'scaffold_1'	17880000	17940000	882	2.9172042358013376e-10
b'scaffold_1'	17940000	18000000	802	7.100811344274176e-10
b'scaffold_1'	18000000	18060000	921	6.913517111530946e-10
b'scaffold_1'	18060000	18120000	608	5.60472005480419e-10
b'scaffold_1'	18120000	18180000	1258	1.3079406310337196e-09
b'scaffold_1'	18180000	18240000	820	7.850070435700133e-10
b'scaffold_1'	18240000	18300000	776	9.927737651988571e-10
b'scaffold_1'	18300000	18360000	688	4.082740322584941e-10
b'scaffold_1'	18360000	18420000	661	5.505470227539143e-10
b'scaffold_1'	18420000	18480000	938	4.855653724441122e-10
b'scaffold_1'	18480000	18540000	947	1.6717697506929853e-09
b'scaffold_1'	18540000	18600000	673	7.282461785897458e-10
b'scaffold_1'	18600000	18660000	149	3.916652966776749e-10
b'scaffold_1'	18660000	18720000	594	3.7424522662314524e-10
b'scaffold_1'	18720000	18780000	800	9.198906493202544e-10
b'scaffold_1'	18780000	18840000	785	4.840261279566947e-10
b'scaffold_1'	18840000	18900000	659	8.792284183718725e-11
b'scaffold_1'	18900000	18960000	631	8.049258974028745e-10
b'scaffold_1'	18960000	19020000	678	6.94253397153035e-10
b'scaffold_1'	19020000	19080000	758	1.2501883105865516e-09
b'scaffold_1'	19080000	19140000	828	1.0367548877114316e-09
b'scaffold_1'	19140000	19200000	817	1.4045313036361486e-09
b'scaffold_1'	19200000	19260000	673	3.3631316746519756e-10
b'scaffold_1'	19260000	19320000	758	9.600648241050356e-11
b'scaffold_1'	19320000	19380000	613	1.4395927282291498e-10
b'scaffold_1'	19380000	19440000	981	8.208485932008598e-10
b'scaffold_1'	19440000	19500000	648	2.569782440112305e-10
b'scaffold_1'	19500000	19560000	847	1.042358230608349e-09
b'scaffold_1'	19560000	19620000	820	7.342369396228927e-10
b'scaffold_1'	19620000	19680000	855	7.842815035693749e-10
b'scaffold_1'	19680000	19740000	836	6.510659130165946e-10
b'scaffold_1'	19740000	19800000	683	4.735152779997093e-10
b'scaffold_1'	19800000	19860000	864	1.3664353975747466e-09
b'scaffold_1'	19860000	19920000	790	9.175438623800358e-10
b'scaffold_1'	19920000	19980000	717	4.2559361375892825e-10
b'scaffold_1'	19980000	20040000	633	6.308613936085692e-10
b'scaffold_1'	20040000	20100000	961	8.71677473472074e-10
b'scaffold_1'	20100000	20160000	1109	1.0697617437117345e-09
b'scaffold_1'	20160000	20220000	801	5.720869655254843e-10
b'scaffold_1'	20220000	20280000	542	2.1964548215781714e-10
b'scaffold_1'	20280000	20340000	561	9.225022457206365e-10
b'scaffold_1'	20340000	20400000	1066	1.5826014455176027e-09
b'scaffold_1'	20400000	20460000	1278	8.617366906584472e-10
b'scaffold_1'	20460000	20520000	1253	1.1376325979526508e-09
b'scaffold_1'	20520000	20580000	682	4.1453181476400137e-10
b'scaffold_1'	20580000	20640000	668	3.5796908287624243e-10
b'scaffold_1'	20640000	20700000	639	1.0308539544373707e-10
b'scaffold_1'	20700000	20760000	738	3.290185832427499e-10
b'scaffold_1'	20760000	20820000	884	6.883373705319749e-10
b'scaffold_1'	20820000	20880000	909	3.8830130012854717e-10
b'scaffold_1'	20880000	20940000	1071	1.804586784048115e-09
b'scaffold_1'	20940000	21000000	1240	1.0329156245416764e-09
b'scaffold_1'	21000000	21060000	1147	4.227189459079661e-10
b'scaffold_1'	21060000	21120000	890	3.036883575715027e-10
b'scaffold_1'	21120000	21180000	762	1.0663253827635882e-09
b'scaffold_1'	21180000	21240000	697	4.5138125195235504e-10
b'scaffold_1'	21240000	21300000	876	5.117821410037703e-10
b'scaffold_1'	21300000	21360000	777	5.094380400783623e-10
b'scaffold_1'	21360000	21420000	798	3.170425912069489e-10
b'scaffold_1'	21420000	21480000	931	6.185521777353669e-10
b'scaffold_1'	21480000	21540000	1052	4.777181011741398e-10
b'scaffold_1'	21540000	21600000	966	8.744786709179189e-10
b'scaffold_1'	21600000	21660000	1061	1.067712156410279e-09
b'scaffold_1'	21660000	21720000	816	5.123714842534179e-10
b'scaffold_1'	21720000	21780000	938	7.955981579695782e-10
b'scaffold_1'	21780000	21840000	584	5.545529768428056e-10
b'scaffold_1'	21840000	21900000	518	2.630034492343032e-10
b'scaffold_1'	21900000	21960000	757	6.26355366762269e-10
b'scaffold_1'	21960000	22020000	735	3.4826356335986117e-10
b'scaffold_1'	22020000	22080000	942	4.0331059289001424e-10
b'scaffold_1'	22080000	22140000	699	6.691502187337299e-10
b'scaffold_1'	22140000	22200000	924	2.9561656706352793e-10
b'scaffold_1'	22200000	22260000	964	6.990096973793464e-10
b'scaffold_1'	22260000	22320000	1163	9.523195381336377e-10
b'scaffold_1'	22320000	22380000	889	6.590899872614614e-10
b'scaffold_1'	22380000	22440000	598	7.234732882719564e-10
b'scaffold_1'	22440000	22500000	926	5.731480993765925e-10
b'scaffold_1'	22500000	22560000	1132	1.268430775175777e-09
b'scaffold_1'	22560000	22620000	1041	7.523992977704101e-10
b'scaffold_1'	22620000	22680000	1032	6.913422311008215e-10
b'scaffold_1'	22680000	22740000	916	5.324066267274964e-10
b'scaffold_1'	22740000	22800000	750	6.847983090175362e-10
b'scaffold_1'	22800000	22860000	825	2.8932165435328416e-10
b'scaffold_1'	22860000	22920000	793	4.4030712888947295e-10
b'scaffold_1'	22920000	22980000	1187	7.653722753036044e-10
b'scaffold_1'	22980000	23040000	955	7.877360346177113e-10
b'scaffold_1'	23040000	23100000	980	9.073377961036321e-10
b'scaffold_1'	23100000	23160000	1318	9.368626289040065e-10
b'scaffold_1'	23160000	23220000	1314	8.260948541288219e-10
b'scaffold_1'	23220000	23280000	705	1.3068546163091948e-10
b'scaffold_1'	23280000	23340000	636	1.1504384938283272e-10
b'scaffold_1'	23340000	23400000	773	4.09765560482803e-10
b'scaffold_1'	23400000	23460000	1115	6.958330898634846e-10
b'scaffold_1'	23460000	23520000	1116	6.025931417370011e-10
b'scaffold_1'	23520000	23580000	965	8.602416864149713e-10
b'scaffold_1'	23580000	23640000	862	5.456030174925946e-10
b'scaffold_1'	23640000	23700000	881	5.366922423584458e-10
b'scaffold_1'	23700000	23760000	633	6.061208271887121e-10
b'scaffold_1'	23760000	23820000	605	3.7522815004299973e-10
b'scaffold_1'	23820000	23880000	786	8.115758380707479e-10
b'scaffold_1'	23880000	23940000	876	5.765713462524274e-10
b'scaffold_1'	23940000	24000000	840	4.5616156831109175e-10
b'scaffold_1'	24000000	24060000	528	3.021434250527214e-10
b'scaffold_1'	24060000	24120000	685	6.418320261008027e-10
b'scaffold_1'	24120000	24180000	617	8.69451324460831e-11
b'scaffold_1'	24180000	24240000	841	1.9703713749506307e-10
b'scaffold_1'	24240000	24300000	850	8.892743465014978e-10
b'scaffold_1'	24300000	24360000	1179	9.479958442927244e-10
b'scaffold_1'	24360000	24420000	1178	1.491397022615036e-09
b'scaffold_1'	24420000	24480000	901	4.181884289266269e-10
b'scaffold_1'	24480000	24540000	786	4.088711175508312e-10
b'scaffold_1'	24540000	24600000	922	4.767492398318236e-10
b'scaffold_1'	24600000	24660000	822	8.079503500797522e-10
b'scaffold_1'	24660000	24720000	884	9.9674622310305e-10
b'scaffold_1'	24720000	24780000	731	7.70939752002755e-10
b'scaffold_1'	24780000	24840000	541	4.19816785905412e-10
b'scaffold_1'	24840000	24900000	516	3.292668026114355e-10
b'scaffold_1'	24900000	24960000	310	3.354727608311827e-10
b'scaffold_1'	24960000	25020000	521	5.977965512885289e-10
b'scaffold_1'	25020000	25080000	772	3.11239851210553e-10
b'scaffold_1'	25080000	25140000	713	7.673927904447554e-10
b'scaffold_1'	25140000	25200000	784	8.336796859516991e-10
b'scaffold_1'	25200000	25260000	633	1.3091345688808866e-10
b'scaffold_1'	25260000	25320000	639	4.734242694978869e-10
b'scaffold_1'	25320000	25380000	588	2.4950353879559284e-10
b'scaffold_1'	25380000	25440000	606	1.3608040137869867e-10
b'scaffold_1'	25440000	25500000	670	0
b'scaffold_1'	25500000	25560000	684	1.352350967176759e-10
b'scaffold_1'	25560000	25620000	708	1.3190479342795576e-09
b'scaffold_1'	25620000	25680000	915	5.223347031907576e-10
b'scaffold_1'	25680000	25740000	1045	1.334580683927374e-09
b'scaffold_1'	25740000	25800000	911	6.512969102903171e-10
b'scaffold_1'	25800000	25860000	936	2.90567965225461e-10
b'scaffold_1'	25860000	25920000	996	1.2324833649612138e-09
b'scaffold_1'	25920000	25980000	778	5.31920616047626e-10
b'scaffold_1'	25980000	26040000	703	9.743767757575793e-10
b'scaffold_1'	26040000	26100000	773	4.229437811477111e-10
b'scaffold_1'	26100000	26160000	752	1.4989157353371056e-10
b'scaffold_1'	26160000	26220000	747	2.1332197128988284e-10
b'scaffold_1'	26220000	26280000	955	1.2097325035126199e-09
b'scaffold_1'	26280000	26340000	811	2.319716041242403e-10
b'scaffold_1'	26340000	26400000	1017	5.639617707230373e-10
b'scaffold_1'	26400000	26460000	993	5.745738992384744e-10
b'scaffold_1'	26460000	26520000	1059	6.073586060138432e-10
b'scaffold_1'	26520000	26580000	672	8.712556944101513e-11
b'scaffold_1'	26580000	26640000	640	2.199505818401414e-10
b'scaffold_1'	26640000	26700000	607	5.83445648157432e-10
b'scaffold_1'	26700000	26760000	919	6.969076537886463e-10
b'scaffold_1'	26760000	26820000	947	6.496911474361165e-10
b'scaffold_1'	26820000	26880000	660	6.960242709176597e-10
b'scaffold_1'	26880000	26940000	716	1.265723114245694e-09
b'scaffold_1'	26940000	27000000	1075	6.084943162761667e-10
b'scaffold_1'	27000000	27060000	817	3.560289901785423e-10
b'scaffold_1'	27060000	27120000	519	4.841086044114711e-10
b'scaffold_1'	27120000	27180000	756	7.77762545623742e-10
b'scaffold_1'	27180000	27240000	644	2.947347642012536e-10
b'scaffold_1'	27240000	27300000	1141	4.4658102748384475e-10
b'scaffold_1'	27300000	27360000	917	5.52848463444093e-10
b'scaffold_1'	27360000	27420000	1060	7.476597456364479e-10
b'scaffold_1'	27420000	27480000	965	8.624574906329492e-10
b'scaffold_1'	27480000	27540000	1149	6.330054654310137e-10
b'scaffold_1'	27540000	27600000	1011	1.0916319083041527e-09
b'scaffold_1'	27600000	27660000	834	4.0335341112611453e-10
b'scaffold_1'	27660000	27720000	747	5.515778204377482e-10
b'scaffold_1'	27720000	27780000	591	8.990100441842821e-10
b'scaffold_1'	27780000	27840000	784	2.581043162204095e-10
